"relative_path","top_level","extension","size_bytes","size_mb","last_modified_kst","repository_policy"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(로고_블랙).png","01_INPUT(입력_원본)",".png","786657","0.75","2024-04-08 18:28:23","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(로고만).ai","01_INPUT(입력_원본)",".ai","310550290","296.164","2024-04-08 18:27:43","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(로고만).png","01_INPUT(입력_원본)",".png","10017","0.01","2024-04-08 18:28:54","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고_블랙).ai","01_INPUT(입력_원본)",".ai","310543439","296.157","2024-04-08 23:43:45","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고_블랙).png","01_INPUT(입력_원본)",".png","309996","0.296","2024-04-08 23:43:50","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고_작게).ai","01_INPUT(입력_원본)",".ai","332278468","316.885","2024-04-08 18:34:15","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고_작게).png","01_INPUT(입력_원본)",".png","45624","0.044","2024-04-08 18:34:24","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고_화이트).ai","01_INPUT(입력_원본)",".ai","310552985","296.166","2024-04-09 00:47:35","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고_화이트).png","01_INPUT(입력_원본)",".png","309235","0.295","2024-04-09 00:45:50","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고).ai","01_INPUT(입력_원본)",".ai","310533852","296.148","2024-04-08 18:30:37","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(사진_로고).png","01_INPUT(입력_원본)",".png","309562","0.295","2024-04-08 18:39:39","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(옷).ai","01_INPUT(입력_원본)",".ai","278081710","265.199","2024-04-08 18:35:01","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌(옷).png","01_INPUT(입력_원본)",".png","175727","0.168","2024-04-08 18:35:30","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\북촌사진.png","01_INPUT(입력_원본)",".png","1041483","0.993","2024-04-08 18:17:33","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\DROP) SEOUL(표지_흰색).ai","01_INPUT(입력_원본)",".ai","292025","0.278","2024-04-08 21:24:41","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\DROP) SEOUL(표지).ai","01_INPUT(입력_원본)",".ai","291868","0.278","2024-04-08 19:46:55","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\DROP)-SEOUL(표지_흰색).png","01_INPUT(입력_원본)",".png","37553","0.036","2024-04-08 21:24:49","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\DROP)-SEOUL(표지).png","01_INPUT(입력_원본)",".png","38478","0.037","2024-04-08 21:00:09","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\DROP)-SEOUL(화이트).png","01_INPUT(입력_원본)",".png","36982","0.035","2024-04-08 19:46:41","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\THE DAY OF SEOUL(글자만).ai","01_INPUT(입력_원본)",".ai","199086570","189.864","2024-04-08 19:06:39","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\THE-DAY-OF-SEOUL(글자만).png","01_INPUT(입력_원본)",".png","238857","0.228","2024-04-08 19:10:39","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\THE-DAY-OF-SEOUL(빅3).png","01_INPUT(입력_원본)",".png","1926266","1.837","2024-04-08 18:59:11","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\THE-DAY-OF-SEOUL(빅빅).png","01_INPUT(입력_원본)",".png","1925565","1.836","2024-04-08 18:56:04","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\3) DAY\THE-DAY-OF-SEOUL(빅빅빅).png","01_INPUT(입력_원본)",".png","1925714","1.837","2024-04-08 18:57:08","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\DROP) SEOUL(세로_시간).ai","01_INPUT(입력_원본)",".ai","273265","0.261","2024-04-08 08:04:14","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\DROP)-SEOUL(세로_시간).png","01_INPUT(입력_원본)",".png","25033","0.024","2024-04-08 08:04:22","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\NIGHT_옷.png","01_INPUT(입력_원본)",".png","14449355","13.78","2024-04-08 18:00:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\NIGT_옷_(WHITE).png","01_INPUT(입력_원본)",".png","201868","0.193","2024-04-08 18:06:49","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\NIGT_옷_DROP.png","01_INPUT(입력_원본)",".png","2105202","2.008","2024-04-08 18:04:25","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\NIGT_옷_DROP(WHITE).png","01_INPUT(입력_원본)",".png","207925","0.198","2024-04-08 18:07:32","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\OPEN) SITE(세로_시간).ai","01_INPUT(입력_원본)",".ai","275671","0.263","2024-04-08 07:42:15","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\THE DAY OF SEOUL.ai","01_INPUT(입력_원본)",".ai","245645","0.234","2024-04-08 04:53:31","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\design\campaign_assets\THE-DAY-OF-SEOUL.jpg","01_INPUT(입력_원본)",".jpg","2445813","2.333","2024-04-08 04:54:49","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\기본_대각선_오른쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1207915","1.152","2024-04-07 13:34:04","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\기본_대각선_왼쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1260315","1.202","2024-04-07 13:33:56","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\기본_뒤.jpg","01_INPUT(입력_원본)",".jpg","1179094","1.124","2024-03-29 22:48:53","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\기본_앞 복사.jpg","01_INPUT(입력_원본)",".jpg","1176188","1.122","2024-03-29 22:44:04","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\기본_측면_오른쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1210773","1.155","2024-03-29 22:21:38","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\기본_측면_왼쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1156296","1.103","2024-03-29 22:17:55","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\정방향\기본_앞-복사.jpg","01_INPUT(입력_원본)",".jpg","175528","0.167","2024-04-09 21:54:30","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\정방향\DAY_기본_대각선_오른쪽.jpg","01_INPUT(입력_원본)",".jpg","1199720","1.144","2024-04-09 21:09:09","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\정방향\DAY_기본_대각선_왼쪽-복사.jpg","01_INPUT(입력_원본)",".jpg","188224","0.18","2024-04-09 21:56:47","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\정방향\DAY_기본_뒤.jpg","01_INPUT(입력_원본)",".jpg","208855","0.199","2024-04-09 21:55:14","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\정방향\DAY_기본_측면_왼쪽.jpg","01_INPUT(입력_원본)",".jpg","1130908","1.079","2024-04-09 21:11:55","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\1) 기본컷\정방향\DAY_측면_오른쪽.jpg","01_INPUT(입력_원본)",".jpg","170608","0.163","2024-04-09 21:53:33","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\디테일_서울로고 복사.jpg","01_INPUT(입력_원본)",".jpg","1814386","1.73","2024-03-29 23:36:33","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\디테일_티켓1 복사.jpg","01_INPUT(입력_원본)",".jpg","2061115","1.966","2024-03-29 23:36:07","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\디테일_티켓2 복사.jpg","01_INPUT(입력_원본)",".jpg","2376392","2.266","2024-03-29 23:35:50","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_대각선_상반신 복사.jpg","01_INPUT(입력_원본)",".jpg","1374636","1.311","2024-03-29 23:34:15","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_대각선_왼쪽2 복사.jpg","01_INPUT(입력_원본)",".jpg","1123785","1.072","2024-03-29 23:27:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_대각선_왼쪽3 복사.jpg","01_INPUT(입력_원본)",".jpg","1141710","1.089","2024-03-29 23:25:21","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_뒤확대.jpg","01_INPUT(입력_원본)",".jpg","1635185","1.559","2024-03-29 22:30:25","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_앞(주머니1) 복사.jpg","01_INPUT(입력_원본)",".jpg","997955","0.952","2024-03-29 23:22:53","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_앞(주머니2) 복사.jpg","01_INPUT(입력_원본)",".jpg","1231930","1.175","2024-03-29 23:18:37","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_정면 복사.jpg","01_INPUT(입력_원본)",".jpg","1120564","1.069","2024-03-29 23:42:56","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_정면_상반신2 복사.jpg","01_INPUT(입력_원본)",".jpg","1444364","1.377","2024-03-29 23:43:58","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_정면_손 복사.jpg","01_INPUT(입력_원본)",".jpg","1457217","1.39","2024-03-29 23:09:18","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\1) 남자 모델\2) 자유\자유_정면_주머니 복사.jpg","01_INPUT(입력_원본)",".jpg","1431319","1.365","2024-03-29 23:07:31","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\기본_대각선_오른쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1048588","1","2024-03-30 00:10:07","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\기본_대각선_왼쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1061605","1.012","2024-03-30 00:07:58","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\기본_뒤 복사.jpg","01_INPUT(입력_원본)",".jpg","1229152","1.172","2024-03-30 00:05:35","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\기본_앞 복사.jpg","01_INPUT(입력_원본)",".jpg","1061042","1.012","2024-03-30 00:10:42","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\기본_측면_오른쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1061234","1.012","2024-03-29 23:55:40","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\기본_측면_왼쪽 복사.jpg","01_INPUT(입력_원본)",".jpg","1017365","0.97","2024-03-30 00:11:02","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\정방향\DAY_기본_대각선_오른쪽.jpg","01_INPUT(입력_원본)",".jpg","148572","0.142","2024-04-09 22:13:05","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\정방향\DAY_기본_대각선_왼쪽.jpg","01_INPUT(입력_원본)",".jpg","156481","0.149","2024-04-09 22:10:07","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\정방향\DAY_기본_뒤.jpg","01_INPUT(입력_원본)",".jpg","187941","0.179","2024-04-09 22:08:56","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\정방향\DAY_기본_앞.jpg","01_INPUT(입력_원본)",".jpg","157641","0.15","2024-04-09 22:06:17","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\정방향\DAY_기본_측면_오른쪽.jpg","01_INPUT(입력_원본)",".jpg","140081","0.134","2024-04-09 22:05:12","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 기본컷\정방향\DAY_기본_측면_왼쪽.jpg","01_INPUT(입력_원본)",".jpg","136502","0.13","2024-04-09 22:03:57","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03152271 복사.jpg","01_INPUT(입력_원본)",".jpg","1040188","0.992","2024-03-31 00:02:54","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03152278 복사.jpg","01_INPUT(입력_원본)",".jpg","1074696","1.025","2024-03-31 00:00:27","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03152280 복사.jpg","01_INPUT(입력_원본)",".jpg","1093237","1.043","2024-03-30 23:58:49","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03152288 복사.jpg","01_INPUT(입력_원본)",".jpg","1085604","1.035","2024-03-30 23:56:44","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03153319 복사.jpg","01_INPUT(입력_원본)",".jpg","1176502","1.122","2024-03-31 00:03:38","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03153325 복사.jpg","01_INPUT(입력_원본)",".jpg","1129286","1.077","2024-03-30 23:51:34","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03153328 복사.jpg","01_INPUT(입력_원본)",".jpg","1220241","1.164","2024-03-30 23:49:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\2) 여자모델\1) 자유\03153333 복사.jpg","01_INPUT(입력_원본)",".jpg","1781652","1.699","2024-03-30 23:45:59","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152175 복사.jpg","01_INPUT(입력_원본)",".jpg","985979","0.94","2024-03-31 00:22:49","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152187 복사.jpg","01_INPUT(입력_원본)",".jpg","1782825","1.7","2024-03-31 00:18:33","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152197 복사.jpg","01_INPUT(입력_원본)",".jpg","1533418","1.462","2024-03-31 00:17:16","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152208 복사.jpg","01_INPUT(입력_원본)",".jpg","1501059","1.432","2024-03-31 00:16:36","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152216 복사.jpg","01_INPUT(입력_원본)",".jpg","1496262","1.427","2024-03-31 00:14:36","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152217 복사.jpg","01_INPUT(입력_원본)",".jpg","926744","0.884","2024-03-31 00:12:51","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152233 복사.jpg","01_INPUT(입력_원본)",".jpg","1468841","1.401","2024-03-31 00:09:37","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\03152243 복사.jpg","01_INPUT(입력_원본)",".jpg","1592453","1.519","2024-03-31 00:06:51","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152175.jpg","01_INPUT(입력_원본)",".jpg","186938","0.178","2024-04-09 22:28:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152187.jpg","01_INPUT(입력_원본)",".jpg","360403","0.344","2024-04-09 22:27:00","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152197.jpg","01_INPUT(입력_원본)",".jpg","271175","0.259","2024-04-09 22:26:02","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152208.jpg","01_INPUT(입력_원본)",".jpg","260299","0.248","2024-04-09 22:25:02","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152216.jpg","01_INPUT(입력_원본)",".jpg","260883","0.249","2024-04-09 22:23:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152217.jpg","01_INPUT(입력_원본)",".jpg","172886","0.165","2024-04-09 22:22:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152233.jpg","01_INPUT(입력_원본)",".jpg","284305","0.271","2024-04-09 22:21:39","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\lookbook\final_retouched\3) 트윈\정방향\03152243.jpg","01_INPUT(입력_원본)",".jpg","306746","0.293","2024-04-09 22:20:20","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\reels\campaign_assets\3) DAY\THE FIRST DROP(DAY).mp4","01_INPUT(입력_원본)",".mp4","10453894","9.97","2024-04-08 20:08:00","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\reels\campaign_assets\시퀀스 01.mp4","01_INPUT(입력_원본)",".mp4","6110062","5.827","2024-04-08 13:24:21","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\03_SEOUL_DAY(서울_낮)\reels\campaign_assets\KakaoTalk_20240408_130647419.mp4","01_INPUT(입력_원본)",".mp4","2413751","2.302","2024-04-08 13:07:14","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\3(배경제거).png","01_INPUT(입력_원본)",".png","4906166","4.679","2024-04-09 19:03:13","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\4(배경-제거).png","01_INPUT(입력_원본)",".png","4935731","4.707","2024-04-08 20:19:23","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_소형).ai","01_INPUT(입력_원본)",".ai","397332089","378.925","2024-04-08 20:17:18","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_소형).png","01_INPUT(입력_원본)",".png","34899","0.033","2024-04-08 20:17:27","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_수정).ai","01_INPUT(입력_원본)",".ai","234706227","223.833","2024-04-08 20:54:43","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_수정).png","01_INPUT(입력_원본)",".png","286313","0.273","2024-04-08 20:54:48","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_풍경_블랙).ai","01_INPUT(입력_원본)",".ai","397181785","378.782","2024-04-08 23:41:52","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_풍경_블랙).png","01_INPUT(입력_원본)",".png","213101","0.203","2024-04-08 23:41:58","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_풍경_화이트).ai","01_INPUT(입력_원본)",".ai","397168656","378.77","2024-04-09 00:46:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_풍경_화이트).png","01_INPUT(입력_원본)",".png","211722","0.202","2024-04-09 00:46:07","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\04_SEOUL_NIGHT(서울_밤)\design\campaign_assets\잠실(로고_풍경).ai","01_INPUT(입력_원본)",".ai","397181134","378.781","2024-04-08 20:14:05","INDEX_ONLY_RAW_SOURCE"
